domainID,siteID,plotID,trapID,nlcdClass,decimalLatitude,decimalLongitude,elevation,MDS1,MDS2
D02,SCBI,SCBI_004,S,deciduousForest,38.896755,-78.146463,312.6,-1.608573816,-0.795026162
D02,SCBI,SCBI_004,N,deciduousForest,38.897115,-78.146448,312.6,-1.603498123,-1.098558045
D02,SCBI,SCBI_004,W,deciduousForest,38.896941,-78.146686,312.6,-1.493911159,-1.055559729
D02,SCBI,SCBI_004,E,deciduousForest,38.89693,-78.146225,312.6,-1.580441667,-1.095331589
D02,SCBI,SCBI_010,N,deciduousForest,38.884956,-78.125145,491.3,-1.652106872,-0.792404197
D02,SCBI,SCBI_010,W,deciduousForest,38.884782,-78.125382,491.3,-1.188899892,-0.689450411
D02,SCBI,SCBI_010,E,deciduousForest,38.884771,-78.124922,491.3,-1.469663514,-0.690572723
D02,SCBI,SCBI_007,S,deciduousForest,38.884735,-78.130303,409.1,-1.736473923,-0.705702522
D02,SCBI,SCBI_003,S,deciduousForest,38.883131,-78.120378,568.7,-1.758474954,-0.832825878
D02,SCBI,SCBI_003,N,deciduousForest,38.883491,-78.120363,568.7,-1.659040746,-0.846230377
D02,SCBI,SCBI_002,W,deciduousForest,38.895218,-78.142931,316.8,-1.316721657,-0.895455889
D02,SCBI,SCBI_005,N,deciduousForest,38.900719,-78.161852,269.8,-1.48692007,-1.130280376
D02,SCBI,SCBI_005,S,deciduousForest,38.900359,-78.161866,269.8,-1.408048991,-1.375259983
D02,SCBI,SCBI_005,W,deciduousForest,38.900545,-78.162089,269.8,-1.596134323,-1.149742637
D02,SCBI,SCBI_005,E,deciduousForest,38.900533,-78.161629,269.8,-1.824880167,-1.352496942
D02,SCBI,SCBI_033,S,pastureHay,38.888737,-78.161309,299.3,-1.113758996,-1.524934571
D02,SCBI,SCBI_012,W,pastureHay,38.889101,-78.169126,264.6,-1.570613864,-1.281613862
D02,SCBI,SCBI_012,E,pastureHay,38.88909,-78.168665,264.6,-1.141149144,-1.49852495
D02,SCBI,SCBI_012,N,pastureHay,38.889275,-78.168888,264.6,-1.033419497,-1.516109359
D02,SCBI,SCBI_008,N,deciduousForest,38.888091,-78.147126,367.5,-1.683545219,-0.862857343
D02,SCBI,SCBI_008,S,deciduousForest,38.887731,-78.147141,367.5,-1.495337291,-0.956758964
D02,SCBI,SCBI_008,E,deciduousForest,38.887906,-78.146903,367.5,-1.202984388,-1.393204635
D02,SCBI,SCBI_008,W,deciduousForest,38.887917,-78.147364,367.5,-1.716900614,-1.143091244
D02,SCBI,SCBI_002,N,deciduousForest,38.895392,-78.142693,316.8,-1.299488133,-0.950743599
D02,SCBI,SCBI_033,E,pastureHay,38.888911,-78.161072,299.3,-1.012612551,-0.850553907
D02,SCBI,SCBI_010,S,deciduousForest,38.884596,-78.125159,491.3,-1.388642303,-0.859720914
D02,SCBI,SCBI_007,E,deciduousForest,38.884909,-78.130066,409.1,-1.709999309,-0.795158432
D02,SCBI,SCBI_007,W,deciduousForest,38.88492,-78.130526,409.1,-1.755456016,-0.756128125
D02,SCBI,SCBI_003,E,deciduousForest,38.883305,-78.12014,568.7,-1.801210002,-0.884102973
D02,SCBI,SCBI_002,S,deciduousForest,38.895032,-78.142708,316.8,-1.348068411,-0.777511198
D02,SCBI,SCBI_007,N,deciduousForest,38.885095,-78.130289,409.1,-1.540129958,-0.904692967
D02,SCBI,SCBI_003,W,deciduousForest,38.883316,-78.120601,568.7,-1.562735254,-0.939325153
D02,SCBI,SCBI_002,E,deciduousForest,38.895206,-78.14247,316.8,-1.838609932,-0.980181836
D02,SCBI,SCBI_033,W,pastureHay,38.888922,-78.161532,299.3,-1.248684345,-1.568874592
D03,DSNY,DSNY_004,N,woodyWetlands,28.099914,-81.399971,17.2,0.983369052,1.824540286
D03,DSNY,DSNY_001,E,woodyWetlands,28.096699,-81.418374,19,-172.3270165,149.7494754
D03,DSNY,DSNY_021,W,pastureHay,28.052639,-81.393579,18.1,0.842829768,1.705740372
D03,DSNY,DSNY_006,S,woodyWetlands,28.092784,-81.399334,19,0.983369052,1.824540286
D03,DSNY,DSNY_005,N,woodyWetlands,28.039822,-81.393318,17.8,0.654526088,1.575518141
D03,DSNY,DSNY_021,N,pastureHay,28.05282,-81.393376,18.1,0.771222497,1.770491646
D03,DSNY,DSNY_016,N,pastureHay,28.044127,-81.393639,18,0.300685431,1.47029899
D03,DSNY,DSNY_016,E,pastureHay,28.043947,-81.393435,18,0.80913199,1.615531108
D03,DSNY,DSNY_007,N,woodyWetlands,28.053291,-81.417504,16.1,0.667609538,1.863448973
D03,DSNY,DSNY_007,S,woodyWetlands,28.05293,-81.417502,16.1,0.61503479,1.724287934
D03,DSNY,DSNY_003,S,woodyWetlands,28.074028,-81.425532,17.2,0.68885303,1.536518031
D03,DSNY,DSNY_003,E,woodyWetlands,28.07421,-81.425329,17.2,0.535745632,1.569478407
D03,DSNY,DSNY_002,S,woodyWetlands,28.048066,-81.416883,16,1.235376066,1.405840867
D03,DSNY,DSNY_002,N,woodyWetlands,28.048427,-81.416885,16,1.025154886,1.57704199
D03,DSNY,DSNY_001,S,woodyWetlands,28.096518,-81.418577,19,0.707858529,1.516293374
D03,DSNY,DSNY_016,S,pastureHay,28.043766,-81.393638,18,0.22605121,1.465970726
D03,DSNY,DSNY_002,W,woodyWetlands,28.048246,-81.417087,16,0.929659734,1.74096405
D03,DSNY,DSNY_016,W,pastureHay,28.043945,-81.393842,18,0.262020924,1.250035562
D03,DSNY,DSNY_006,E,woodyWetlands,28.092965,-81.399131,19,0.675885392,1.389960193
D03,DSNY,DSNY_005,W,woodyWetlands,28.03964,-81.393521,17.8,0.903627066,1.638651971
D03,DSNY,DSNY_001,W,woodyWetlands,28.096698,-81.418781,19,0.903627066,1.638651971
D03,DSNY,DSNY_002,E,woodyWetlands,28.048247,-81.41668,16,0.745535889,1.891676555
D03,DSNY,DSNY_005,E,woodyWetlands,28.039642,-81.393114,17.8,0.510486379,1.378349826
D03,DSNY,DSNY_006,W,woodyWetlands,28.092964,-81.399538,19,0.676684567,1.268939354
D03,DSNY,DSNY_007,W,woodyWetlands,28.05311,-81.417706,16.1,0.688061365,1.697401303
D03,JERC,JERC_007,N,evergreenForest,31.198812,-84.476307,36.8,0.791531761,1.868436385
D03,JERC,JERC_001,N,deciduousForest,31.194498,-84.477072,37.9,0.532506223,1.182451442
D03,JERC,JERC_001,W,deciduousForest,31.194322,-84.477287,37.9,0.608076927,1.150855964
D03,OSBS,OSBS_004,N,evergreenForest,29.684257,-81.959114,36.8,0.551893976,0.765563306
D03,OSBS,OSBS_002,S,evergreenForest,29.703676,-81.956818,31.5,0.92134368,0.442975252
D03,OSBS,OSBS_003,N,evergreenForest,29.695171,-81.947424,33.9,0.276992774,0.748242621
D03,OSBS,OSBS_006,E,evergreenForest,29.686611,-81.982794,33,0.790467262,0.30754504
D03,OSBS,OSBS_002,N,evergreenForest,29.704037,-81.956821,31.5,0.871252049,0.492892404
D03,OSBS,OSBS_004,W,evergreenForest,29.684075,-81.959319,36.8,0.386113,0.453816088
D03,OSBS,OSBS_003,W,evergreenForest,29.694989,-81.947629,33.9,0.492490032,0.964448043
D03,OSBS,OSBS_005,W,woodyWetlands,29.696563,-82.025786,30.2,0.983369052,1.824540286
D03,OSBS,OSBS_004,E,evergreenForest,29.684078,-81.958906,36.8,0.720440961,0.700873133
D03,OSBS,OSBS_007,W,evergreenForest,29.690277,-81.962779,34.3,0.720440961,0.700873133
D03,OSBS,OSBS_003,E,evergreenForest,29.694992,-81.947216,33.9,0.599289979,0.87456701
D03,OSBS,OSBS_002,E,evergreenForest,29.703858,-81.956613,31.5,0.255099654,0.894436303
D03,OSBS,OSBS_008,N,evergreenForest,29.685236,-82.007161,45.2,0.720440961,0.700873133
D03,OSBS,OSBS_003,S,evergreenForest,29.69481,-81.947421,33.9,0.033280239,0.420600119
D03,OSBS,OSBS_006,N,evergreenForest,29.686789,-81.983002,33,0.720440961,0.700873133
D03,OSBS,OSBS_008,E,evergreenForest,29.685057,-82.006952,45.2,0.720440961,0.700873133
D07,ORNL,ORNL_031,E,pastureHay,35.948602,-84.221691,266.7,-0.08707203,-1.37316028
D07,ORNL,ORNL_031,W,pastureHay,35.948612,-84.222134,266.7,0.042084179,-1.442721367
D07,ORNL,ORNL_032,N,evergreenForest,35.944697,-84.326486,263.1,-0.285376889,-0.98593703
D07,ORNL,ORNL_032,W,evergreenForest,35.944521,-84.326714,263.1,-0.431010122,-0.971741599
D07,ORNL,ORNL_032,E,evergreenForest,35.944512,-84.326271,263.1,-0.357661872,-0.917532436
D07,ORNL,ORNL_029,W,evergreenForest,35.957652,-84.26206,272.5,-0.450492287,-0.748856507
D07,ORNL,ORNL_029,E,evergreenForest,35.957641,-84.261617,272.5,-0.534639714,-1.067085548
D07,ORNL,ORNL_027,E,evergreenForest,35.916306,-84.263059,245.6,-0.433847555,-1.182922736
D07,ORNL,ORNL_027,S,evergreenForest,35.916131,-84.263286,245.6,-0.587166158,-1.255731412
D07,ORNL,ORNL_027,W,evergreenForest,35.916316,-84.263501,245.6,-0.512957435,-1.159469501
D07,ORNL,ORNL_021,E,pastureHay,35.955636,-84.221125,277.6,-0.041081227,-1.399286974
D07,ORNL,ORNL_021,N,pastureHay,35.955821,-84.221341,277.6,-0.236018352,-1.381551096
D07,ORNL,ORNL_006,W,deciduousForest,35.938237,-84.323908,283.6,-0.419511816,-0.89879809
D07,ORNL,ORNL_006,S,deciduousForest,35.938052,-84.323692,283.6,-0.505285125,-1.197506864
D07,ORNL,ORNL_006,N,deciduousForest,35.938412,-84.32368,283.6,-0.381895855,-1.405311929
D07,ORNL,ORNL_004,W,deciduousForest,35.907952,-84.275434,296.1,-0.190816718,-1.763531141
D07,ORNL,ORNL_004,S,deciduousForest,35.907767,-84.275219,296.1,0.337640397,-1.552849834
D07,ORNL,ORNL_003,N,deciduousForest,35.966049,-84.230634,262,-0.533649487,-1.196225284
D07,ORNL,ORNL_003,W,deciduousForest,35.965874,-84.230862,262,-0.464531068,-1.104494066
D07,ORNL,ORNL_002,S,deciduousForest,35.982025,-84.21276,306.9,-0.370959162,-1.326195823
D07,ORNL,ORNL_002,W,deciduousForest,35.98221,-84.212975,306.9,-0.680260205,-1.140563972
D07,ORNL,ORNL_001,N,deciduousForest,35.93043,-84.270103,244.6,-0.427923727,-1.115895254
D07,ORNL,ORNL_001,W,deciduousForest,35.930255,-84.270331,244.6,-0.207291414,-1.749281226
D07,ORNL,ORNL_032,S,evergreenForest,35.944336,-84.326498,263.1,-0.395434213,-0.985072618
D07,ORNL,ORNL_027,N,evergreenForest,35.916491,-84.263274,245.6,-0.669670563,-1.045943002
D07,ORNL,ORNL_006,E,deciduousForest,35.938227,-84.323465,283.6,-0.513338226,-0.936231524
D07,ORNL,ORNL_003,S,deciduousForest,35.965689,-84.230647,262,-0.511552451,-1.134561761
D07,ORNL,ORNL_002,N,deciduousForest,35.982385,-84.212747,306.9,-0.77833979,-1.116660713
D07,ORNL,ORNL_001,E,deciduousForest,35.930245,-84.269888,244.6,-0.104354161,-2.120861249
D07,ORNL,ORNL_031,N,pastureHay,35.948787,-84.221906,266.7,-0.102425636,-1.331562859
D07,ORNL,ORNL_031,S,pastureHay,35.948427,-84.221919,266.7,-0.262898794,-1.360562037
D07,ORNL,ORNL_029,S,evergreenForest,35.957466,-84.261844,272.5,-0.483941582,-1.264788244
D07,ORNL,ORNL_021,W,pastureHay,35.955646,-84.221568,277.6,-0.410335133,-1.345535604
D07,ORNL,ORNL_021,S,pastureHay,35.955461,-84.221353,277.6,-0.149170339,-0.806801723
D07,ORNL,ORNL_004,N,deciduousForest,35.908127,-84.275206,296.1,-0.234149072,-1.73089
D07,ORNL,ORNL_029,N,evergreenForest,35.957827,-84.261832,272.5,0.108541926,-0.879001912
D07,ORNL,ORNL_004,E,deciduousForest,35.907942,-84.274991,296.1,-0.329320712,-1.304452646
D07,ORNL,ORNL_003,E,deciduousForest,35.965864,-84.230419,262,-0.370643609,-0.99774981
D10,CPER,CPER_003,W,grasslandHerbaceous,40.818452,-104.707406,1623.8,-0.17310427,-2.232841071
D10,CPER,CPER_006,W,grasslandHerbaceous,40.814765,-104.748318,1649.9,-0.469586043,-2.372974763
D10,CPER,CPER_006,E,grasslandHerbaceous,40.814764,-104.747844,1649.9,-0.515610241,-2.159397212
D10,CPER,CPER_005,E,grasslandHerbaceous,40.853094,-104.727767,1664.4,-0.575975153,-2.442874052
D10,CPER,CPER_010,W,grasslandHerbaceous,40.850012,-104.68163,1646.2,-0.379430584,-2.32877603
D10,CPER,CPER_010,E,grasslandHerbaceous,40.850011,-104.681156,1646.2,-0.117199001,-2.015198259
D10,CPER,CPER_007,S,grasslandHerbaceous,40.861738,-104.683829,1646.7,-0.19864713,-2.278495963
D10,CPER,CPER_004,E,grasslandHerbaceous,40.812749,-104.696642,1622.7,-0.28532154,-2.310549152
D10,CPER,CPER_002,W,grasslandHerbaceous,40.810939,-104.729481,1651.1,-0.394387118,-2.04997634
D10,CPER,CPER_002,S,grasslandHerbaceous,40.810758,-104.729244,1651.1,-0.36505192,-2.255346242
D10,CPER,CPER_001,W,grasslandHerbaceous,40.850863,-104.699778,1637.9,-0.104354161,-2.120861249
D10,CPER,CPER_001,S,grasslandHerbaceous,40.850682,-104.699541,1637.9,-0.215921703,-1.858386195
D10,CPER,CPER_001,E,grasslandHerbaceous,40.850862,-104.699303,1637.9,-0.104354161,-2.120861249
D10,CPER,CPER_003,E,grasslandHerbaceous,40.818451,-104.706932,1623.8,-0.492859326,-2.253893872
D10,CPER,CPER_003,S,grasslandHerbaceous,40.818271,-104.70717,1623.8,-0.328606047,-2.216660581
D10,CPER,CPER_003,S,grasslandHerbaceous,40.818271,-104.707165,0,-0.328606047,-2.216660581
D10,CPER,CPER_006,S,grasslandHerbaceous,40.814588,-104.748079,0,-0.402172243,-2.391158133
D10,CPER,CPER_005,W,grasslandHerbaceous,40.853094,-104.728244,0,-0.247887235,-2.381460747
D10,CPER,CPER_010,N,grasslandHerbaceous,40.85019,-104.681397,0,-0.385525254,-2.51725905
D10,CPER,CPER_010,W,grasslandHerbaceous,40.85001,-104.681636,0,-0.379430584,-2.32877603
D10,CPER,CPER_010,S,grasslandHerbaceous,40.849829,-104.681399,0,-0.095703938,-2.066457402
D10,CPER,CPER_009,N,grasslandHerbaceous,40.8263,-104.745902,0,-0.29495658,-2.098845994
D10,CPER,CPER_007,E,grasslandHerbaceous,40.861914,-104.683595,0,-0.303227355,-2.05584352
D10,CPER,CPER_007,N,grasslandHerbaceous,40.862095,-104.683831,0,-0.34150315,-2.287181761
D10,CPER,CPER_007,S,grasslandHerbaceous,40.861735,-104.683833,0,-0.19864713,-2.278495963
D10,CPER,CPER_004,S,grasslandHerbaceous,40.812569,-104.696874,0,-0.318757858,-2.154562684
D10,CPER,CPER_004,N,grasslandHerbaceous,40.81293,-104.696872,0,-0.263922492,-2.258723202
D10,CPER,CPER_004,W,grasslandHerbaceous,40.81275,-104.69711,0,-0.254457902,-2.29115845
D10,CPER,CPER_002,W,grasslandHerbaceous,40.810935,-104.729485,0,-0.572508035,-2.282217353
D10,CPER,CPER_001,W,grasslandHerbaceous,40.850866,-104.699772,0,-0.104354161,-2.120861249
D10,CPER,CPER_001,S,grasslandHerbaceous,40.850685,-104.699535,0,-0.215921703,-1.858386195
D10,CPER,CPER_005,S,grasslandHerbaceous,40.852913,-104.728007,0,-0.432979623,-2.323187561
D10,CPER,CPER_009,W,grasslandHerbaceous,40.826121,-104.74614,0,-0.287326994,-2.184031512
D10,CPER,CPER_007,W,grasslandHerbaceous,40.861916,-104.68407,0,-0.293452547,-2.430378383
D10,CPER,CPER_008,W,grasslandHerbaceous,40.798822,-104.749449,0,-0.657481008,-2.575501903
D10,CPER,CPER_004,E,grasslandHerbaceous,40.812749,-104.696636,0,-0.28532154,-2.310549152
D10,CPER,CPER_002,N,grasslandHerbaceous,40.811114,-104.729247,0,-0.357209054,-2.112166508
D10,CPER,CPER_003,E,grasslandHerbaceous,40.81845,-104.706927,0,-0.492859326,-2.253893872
D10,CPER,CPER_003,N,grasslandHerbaceous,40.818631,-104.707163,0,-0.403340566,-2.23463827
D10,CPER,CPER_003,W,grasslandHerbaceous,40.818451,-104.707401,0,-0.17310427,-2.232841071
D10,CPER,CPER_006,N,grasslandHerbaceous,40.814949,-104.748077,0,-0.243663956,-1.857960361
D10,CPER,CPER_009,E,grasslandHerbaceous,40.82612,-104.745666,0,-0.498831424,-2.37883952
D10,CPER,CPER_002,E,grasslandHerbaceous,40.810934,-104.729011,0,-0.475354736,-2.425781812
D10,CPER,CPER_001,N,grasslandHerbaceous,40.851046,-104.699534,0,-0.104354161,-2.120861249
D10,CPER,CPER_001,E,grasslandHerbaceous,40.850865,-104.699297,0,-0.104354161,-2.120861249
D10,CPER,CPER_006,E,grasslandHerbaceous,40.814768,-104.747841,0,-0.515610241,-2.159397212
D10,CPER,CPER_005,E,grasslandHerbaceous,40.853093,-104.727769,0,-0.26757872,-1.938921902
D10,CPER,CPER_008,N,grasslandHerbaceous,40.799002,-104.749211,0,-0.156963113,-1.957220155
D10,CPER,CPER_008,S,grasslandHerbaceous,40.798642,-104.749212,0,-0.922145791,-2.528007133
D10,CPER,CPER_008,E,grasslandHerbaceous,40.798821,-104.748975,0,-0.688392316,-2.561615727
D10,CPER,CPER_002,S,grasslandHerbaceous,40.810754,-104.729249,0,-0.36505192,-2.255346242
D10,CPER,CPER_006,W,grasslandHerbaceous,40.814769,-104.748315,0,-0.469586043,-2.372974763
D10,CPER,CPER_005,N,grasslandHerbaceous,40.853273,-104.728006,0,-0.599808692,-2.315991122
D10,CPER,CPER_009,S,grasslandHerbaceous,40.82594,-104.745904,0,-0.099297735,-1.871134792
D10,STER,STER_035,W,cultivatedCrops,40.469725,-103.016895,1362.2,-0.953579156,-2.103461121
D10,STER,STER_035,E,cultivatedCrops,40.469717,-103.016424,1362.2,-0.905911672,-2.173369655
D10,STER,STER_035,S,cultivatedCrops,40.469541,-103.016665,1362.2,-0.573748347,-2.177448237
D10,STER,STER_034,W,cultivatedCrops,40.47867,-103.019475,1365.8,-0.630166781,-1.941391751
D10,STER,STER_034,N,cultivatedCrops,40.478846,-103.019234,1365.8,-0.758021023,-1.816048107
D10,STER,STER_034,S,cultivatedCrops,40.478486,-103.019244,1365.8,-0.651514157,-1.965718951
D10,STER,STER_034,E,cultivatedCrops,40.478662,-103.019003,1365.8,-0.718698409,-1.794056643
D10,STER,STER_033,E,cultivatedCrops,40.476382,-103.011627,1356.6,-0.702817441,-1.84878252
D10,STER,STER_033,S,cultivatedCrops,40.476206,-103.011868,1356.6,-0.662685396,-1.871599961
D10,STER,STER_033,N,cultivatedCrops,40.476566,-103.011857,1356.6,-0.728940071,-1.857665309
D10,STER,STER_033,W,cultivatedCrops,40.47639,-103.012098,1356.6,-0.666352925,-1.825722514
D10,STER,STER_031,N,cultivatedCrops,40.470906,-103.011682,1353.3,-0.786047365,-1.953596655
D10,STER,STER_031,W,cultivatedCrops,40.47073,-103.011923,1353.3,-0.776270439,-2.005868129
D10,STER,STER_032,N,cultivatedCrops,40.472208,-103.025103,1362.6,-0.778610527,-1.875741131
D10,STER,STER_032,E,cultivatedCrops,40.472024,-103.024872,1362.6,-0.815985034,-1.917770383
D10,STER,STER_032,W,cultivatedCrops,40.472032,-103.025344,1362.6,-0.690092577,-1.924673776
D10,STER,STER_032,S,cultivatedCrops,40.471848,-103.025113,1362.6,-0.76314157,-1.892942671
D10,STER,STER_029,E,cultivatedCrops,40.468561,-103.011515,1353.3,-0.676983414,-1.803934297
D10,STER,STER_029,N,cultivatedCrops,40.468745,-103.011746,1353.3,-0.770676977,-2.054188397
D10,STER,STER_029,S,cultivatedCrops,40.468385,-103.011757,1353.3,-0.83918684,-2.009706686
D10,STER,STER_029,W,cultivatedCrops,40.468569,-103.011987,1353.3,-0.814605302,-1.994979412
